dataset,seed,n_train,n_val,n_test,epochs_run,best_epoch,train_time_s,train_loss,val_loss,test_loss,train_accuracy,train_precision,train_recall,train_f1,train_tn,train_fp,train_fn,train_tp,val_accuracy,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,test_accuracy,test_precision,test_recall,test_f1,test_tn,test_fp,test_fn,test_tp
Gaussian_3D_Overlap,29,120,40,40,54,4,0.04656094300003133,0.09898380628867101,0.07312753509801317,0.08005968384157122,0.95,0.9354838709677419,0.9666666666666667,0.9508196721311476,56,4,2,58,0.975,1.0,0.95,0.9743589743589743,20,0,1,19,0.975,0.9523809523809523,1.0,0.975609756097561,19,1,0,20
Moons_2D_Wide,0,600,200,200,480,430,1.399692765999987,0.00036347750194601515,0.0028043048378643422,0.0006820430660460279,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,1,600,200,200,958,908,2.7878357879999953,0.00023100675196888965,0.00021204484007774328,9.328196864697245e-05,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,2,600,200,200,1000,1000,3.003190937999989,0.0001306449184821599,0.0009501136329583118,0.02119898110783253,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100
Moons_2D_Wide,3,600,200,200,1000,994,2.916374074000032,0.0002082084618306458,0.0002547998884985222,0.00021103297676146806,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,4,600,200,200,1000,988,2.924294068999984,0.00016812727674293866,0.00018567379753198058,0.00029734912962577206,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,5,600,200,200,1000,986,2.893654060000017,0.00020666224689220534,0.00014129642766865378,0.00032992535548270405,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,6,600,200,200,342,292,1.0106806279999887,0.0007913935263591944,0.0024105734205816815,0.00030713567141858896,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,7,600,200,200,388,338,1.1259125369999765,0.0005443134820502064,0.0028377492483800644,0.0011110234580578723,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,8,600,200,200,1000,996,2.8901003199999877,0.0001897913889989924,5.242738574607826e-05,0.00015724844704275432,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,9,600,200,200,1000,994,2.920579826999983,0.00013981441750071693,0.00043376622801810405,0.0006769088746831595,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,10,600,200,200,1000,999,2.981458798999995,0.00016718913506178133,0.0002012978442042361,0.002655289377191531,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,11,600,200,200,1000,998,3.072592403000044,0.00019175424476002787,0.00019138788428300194,0.0016530758559475112,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,12,600,200,200,1000,999,2.920828224000047,0.00014773380925039986,0.0009849080229461786,0.0018153322631387957,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,13,600,200,200,1000,1000,2.9428776040000457,0.00017448430152671197,0.0003039773911049531,0.0022984743479696704,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,14,600,200,200,1000,975,2.9361689870000305,0.00021349118451295963,0.0001086985980914105,0.00010580225684344396,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,15,600,200,200,1000,995,2.915414138000017,0.0002314393112053915,0.00017730839316998321,0.00010562306464490988,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,16,600,200,200,447,397,1.3458247389999656,0.00026594418084912474,0.009737072637458877,0.0007987072137211426,1.0,1.0,1.0,1.0,300,0,0,300,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,17,600,200,200,1000,998,2.885864500000025,0.00020570873030498785,0.0002796315841254872,0.0002280014953825892,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,18,600,200,200,516,466,1.537979336000035,0.00041148690721430414,0.0013621174990987586,0.00041346988615198965,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,19,600,200,200,1000,995,2.9524776950000273,0.00020267560792286917,0.00010949467053206488,0.0002362731733435711,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,20,600,200,200,537,487,1.5724653110000304,0.00019188174629978098,0.004245987632175419,0.015676750936152364,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,0.99,0.99,0.99,0.99,99,1,1,99
Moons_2D_Wide,21,600,200,200,128,78,0.3764218880000385,0.004883902978575717,0.01819408600314292,0.006660178944924346,1.0,1.0,1.0,1.0,300,0,0,300,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,22,600,200,200,1000,993,3.0164967759999968,0.00017334818949064318,0.00013582861648688222,0.0015983695128216327,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,23,600,200,200,283,233,0.867614618999994,0.0009306426538545966,0.005350021407968816,0.0010271699634055412,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,24,600,200,200,339,289,1.0086163759999636,0.0006845770082092908,0.0024386508111470264,0.0005299187922258405,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,25,600,200,200,1000,997,3.1610351589999937,0.0001310915949047449,0.000819502693798969,0.010883354506360488,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100
Moons_2D_Wide,26,600,200,200,1000,981,2.941582057000005,0.00015425986575199184,0.00018101570419415202,0.022147878765020005,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100
Moons_2D_Wide,27,600,200,200,1000,992,2.9512445039999875,0.00017436416253252928,0.00013055327736503951,0.00019562625781426306,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,28,600,200,200,930,880,2.8010966899999516,0.00020086326468921894,0.00450487023919277,0.00019565918417209372,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Wide,29,600,200,200,849,799,2.5876773960000037,0.00027483657031584987,0.0002956100152075805,0.00010639823567178866,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,0,600,200,200,175,125,0.5156829169999924,0.003507015230056137,0.013381057320503969,0.008291409870743288,1.0,1.0,1.0,1.0,300,0,0,300,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,1,600,200,200,367,317,1.0961256820000358,0.0045269873655449395,0.0030381282839985323,0.0006697924426578517,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,2,600,200,200,165,115,0.49962692799999786,0.0021321030753254076,0.011996641485998527,0.05840208846502617,1.0,1.0,1.0,1.0,300,0,0,300,0.99,0.9803921568627451,1.0,0.99009900990099,98,2,0,100,0.985,0.98989898989899,0.98,0.9849246231155778,99,1,2,98
Moons_2D_Narrow,3,600,200,200,352,302,1.0265119560000358,0.005594358297756792,0.005191589472575054,0.000577965921002923,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,4,600,200,200,195,145,0.5670585039999878,0.005425279022970486,0.0037937573965443716,0.009892013096051807,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,1.0,1.0,1.0,1.0,100,0,0,100,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100
Moons_2D_Narrow,5,600,200,200,563,513,1.667295055000011,0.005528401814108238,0.0005151785501505063,0.0006621053316937885,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,6,600,200,200,198,148,0.569917342999986,0.006951723178182307,0.00751368109635867,0.001312433083121252,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,7,600,200,200,180,130,0.5252011160000052,0.004250257507295809,0.006607042554838204,0.009078170637595182,1.0,1.0,1.0,1.0,300,0,0,300,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,8,600,200,200,816,766,2.3502616009999997,0.0020779188107216172,5.60830384615345e-05,0.002642804946105314,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,9,600,200,200,737,687,2.1590384699999845,0.0009151389959474968,0.004044096635484659,0.017436517132615747,1.0,1.0,1.0,1.0,300,0,0,300,0.995,1.0,0.99,0.9949748743718593,100,0,1,99,0.995,1.0,0.99,0.9949748743718593,100,0,1,99
Moons_2D_Narrow,10,600,200,200,221,171,0.6421567379999829,0.004130088667896875,0.0012905839125672888,0.0069104914502122515,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,1.0,1.0,1.0,1.0,100,0,0,100,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100
Moons_2D_Narrow,11,600,200,200,441,391,1.2770853700000089,0.0031995131559194325,0.0012282675579328981,0.010078285365507344,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,1.0,1.0,1.0,1.0,100,0,0,100,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100
Moons_2D_Narrow,12,600,200,200,120,70,0.3457418400000165,0.008180346932588305,0.010849638020281565,0.0134280528849119,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,0.995,1.0,0.99,0.9949748743718593,100,0,1,99,0.995,1.0,0.99,0.9949748743718593,100,0,1,99
Moons_2D_Narrow,13,600,200,200,248,198,0.7155900059999567,0.0028064076925430038,0.002224036769010824,0.017942648246573406,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100
Moons_2D_Narrow,14,600,200,200,418,368,1.2614317779999737,0.00316509176463924,0.00044645973594030844,0.0013722138411910605,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,15,600,200,200,236,186,0.6955382429999872,0.005030436478259676,0.002540559544034102,0.0018428187594639752,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,16,600,200,200,99,49,0.2973584019999862,0.008198905998047306,0.02831170053930824,0.010611162010410102,1.0,1.0,1.0,1.0,300,0,0,300,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100
Moons_2D_Narrow,17,600,200,200,781,731,2.282172725999999,0.0012446536131232259,0.00041522315780139054,0.0032872937055996175,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,18,600,200,200,227,177,0.6679451560000302,0.004124695697823116,0.008592534203902952,0.0020097738648448206,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,19,600,200,200,211,161,0.6234654620000128,0.005711770937102403,0.0019638504842600206,0.0032155408991526957,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,20,600,200,200,154,104,0.45667142199999944,0.0024568697214889623,0.018234302401375163,0.037742312474467125,1.0,1.0,1.0,1.0,300,0,0,300,0.99,0.99,0.99,0.99,99,1,1,99,0.99,0.99,0.99,0.99,99,1,1,99
Moons_2D_Narrow,21,600,200,200,128,78,0.3820498369999541,0.007460072165828541,0.02529665409091411,0.010925507982030907,1.0,1.0,1.0,1.0,300,0,0,300,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100,0.995,1.0,0.99,0.9949748743718593,100,0,1,99
Moons_2D_Narrow,22,600,200,200,286,236,0.8502883429999883,0.004016332322793238,0.0013784607413470293,0.0052167877249016835,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,1.0,1.0,1.0,1.0,100,0,0,100,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100
Moons_2D_Narrow,23,600,200,200,100,50,0.2974724169999945,0.00855592264429166,0.02301581250265413,0.011381088233123624,1.0,1.0,1.0,1.0,300,0,0,300,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,24,600,200,200,195,145,0.564080712999953,0.0053035953423903135,0.0058095039612415765,0.0013057261127230784,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,25,600,200,200,1000,987,2.9234829249999734,0.0004037959685042734,0.0024056043167125975,0.042123875737591715,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100
Moons_2D_Narrow,26,600,200,200,208,158,0.5912569009999515,0.0035344066575280085,0.0032343592212596118,0.02650185027852674,1.0,1.0,1.0,1.0,300,0,0,300,1.0,1.0,1.0,1.0,100,0,0,100,0.995,0.9900990099009901,1.0,0.9950248756218906,99,1,0,100
Moons_2D_Narrow,27,600,200,200,371,321,1.0855915440000103,0.004539878173270509,0.00030490697728341156,0.0013559650240876425,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,28,600,200,200,335,285,0.9631983080000168,0.0033569495627013258,0.014272844721681523,0.0004606576980738588,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,0.99,0.99,0.99,0.99,99,1,1,99,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Narrow,29,600,200,200,794,744,2.309779665999997,0.0021059121348625883,0.00040526534578095295,0.0010596410924966937,0.9983333333333333,0.9966777408637874,1.0,0.9983361064891847,299,1,0,300,1.0,1.0,1.0,1.0,100,0,0,100,1.0,1.0,1.0,1.0,100,0,0,100
Moons_2D_Overlap,0,600,200,200,117,67,0.3517355500000008,0.13655021766113265,0.20582315397798856,0.15965171185485647,0.95,0.9470198675496688,0.9533333333333334,0.9501661129568105,284,16,14,286,0.915,0.9108910891089109,0.92,0.9154228855721394,91,9,8,92,0.945,0.978494623655914,0.91,0.9430051813471503,98,2,9,91
Moons_2D_Overlap,1,600,200,200,136,86,0.3994142060000172,0.13955996316586222,0.14887555883986864,0.23867972388196215,0.9433333333333334,0.9262820512820513,0.9633333333333334,0.9444444444444445,277,23,11,289,0.95,0.9591836734693877,0.94,0.9494949494949495,96,4,6,94,0.9,0.8921568627450981,0.91,0.900990099009901,89,11,9,91
Moons_2D_Overlap,2,600,200,200,247,197,0.7207004339999799,0.1315652799036446,0.10057036764900165,0.2705965134622169,0.955,0.9565217391304348,0.9533333333333334,0.9549248747913189,287,13,14,286,0.975,0.9611650485436893,0.99,0.9753694581280788,96,4,1,99,0.92,0.8962264150943396,0.95,0.9223300970873787,89,11,5,95
Moons_2D_Overlap,3,600,200,200,114,64,0.33540406499997744,0.15995329452468438,0.18967104210670535,0.1642721276317097,0.9383333333333334,0.9614035087719298,0.9133333333333333,0.9367521367521368,289,11,26,274,0.905,0.900990099009901,0.91,0.9054726368159204,90,10,9,91,0.935,0.9578947368421052,0.91,0.9333333333333333,96,4,9,91
Moons_2D_Overlap,4,600,200,200,288,238,0.8442361390000315,0.13525477438889422,0.15073950413525572,0.17794932643921432,0.945,0.9292604501607717,0.9633333333333334,0.9459901800327333,278,22,11,289,0.95,0.95,0.95,0.9500000000000001,95,5,5,95,0.95,0.9411764705882353,0.96,0.9504950495049505,94,6,4,96
Moons_2D_Overlap,5,600,200,200,302,252,0.8827995600000236,0.12630828664019825,0.12082422797134189,0.23559931233958983,0.9533333333333334,0.9563758389261745,0.95,0.9531772575250835,287,13,15,285,0.955,0.9595959595959596,0.95,0.9547738693467336,96,4,5,95,0.93,0.9387755102040817,0.92,0.9292929292929293,94,6,8,92
Moons_2D_Overlap,6,600,200,200,90,40,0.2603543440000067,0.3304683311197571,0.3072701486864357,0.2950069740284434,0.8666666666666667,0.8459119496855346,0.8966666666666666,0.8705501618122977,251,49,31,269,0.87,0.87,0.87,0.87,87,13,13,87,0.895,0.883495145631068,0.91,0.896551724137931,88,12,9,91
Moons_2D_Overlap,7,600,200,200,188,138,0.5497456889999626,0.15411408199499338,0.11800307699289511,0.1771191182158234,0.9433333333333334,0.9618055555555556,0.9233333333333333,0.9421768707482994,289,11,23,277,0.955,0.9595959595959596,0.95,0.9547738693467336,96,4,5,95,0.92,0.9666666666666667,0.87,0.9157894736842105,97,3,13,87
Moons_2D_Overlap,8,600,200,200,308,258,0.9198620139999889,0.12441040425626815,0.1392547537204697,0.20663332749207505,0.955,0.9361022364217252,0.9766666666666667,0.9559543230016313,280,20,7,293,0.955,0.9595959595959596,0.95,0.9547738693467336,96,4,5,95,0.93,0.9134615384615384,0.95,0.9313725490196078,91,9,5,95
Moons_2D_Overlap,9,600,200,200,190,140,0.5789543320000234,0.14824004319076883,0.18083495806375383,0.10725334525847799,0.9433333333333334,0.9290322580645162,0.96,0.9442622950819672,278,22,12,288,0.925,0.9381443298969072,0.91,0.9238578680203046,94,6,9,91,0.955,0.9595959595959596,0.95,0.9547738693467336,96,4,5,95
Moons_2D_Overlap,10,600,200,200,156,106,0.4706629490000296,0.19097860220138727,0.09244289225078034,0.1252682792185728,0.9233333333333333,0.9205298013245033,0.9266666666666666,0.9235880398671096,276,24,22,278,0.965,0.9696969696969697,0.96,0.964824120603015,97,3,4,96,0.94,0.9489795918367347,0.93,0.9393939393939393,95,5,7,93
Moons_2D_Overlap,11,600,200,200,227,177,0.659391754000012,0.14259440394416706,0.10036799345602326,0.2018374373121872,0.9433333333333334,0.9403973509933775,0.9466666666666667,0.9435215946843853,282,18,16,284,0.965,0.9514563106796117,0.98,0.9655172413793104,95,5,2,98,0.935,0.9306930693069307,0.94,0.9353233830845772,93,7,6,94
Moons_2D_Overlap,12,600,200,200,195,145,0.5624093399999879,0.13275318176896142,0.15292379913465706,0.20104258502996114,0.9516666666666667,0.9413680781758957,0.9633333333333334,0.9522240527182866,282,18,11,289,0.96,0.9509803921568627,0.97,0.9603960396039604,95,5,3,97,0.925,0.9381443298969072,0.91,0.9238578680203046,94,6,9,91
Moons_2D_Overlap,13,600,200,200,143,93,0.4384980219999761,0.14437856956011388,0.1759182859273727,0.14673794390338055,0.95,0.9354838709677419,0.9666666666666667,0.9508196721311476,280,20,10,290,0.935,0.9484536082474226,0.92,0.9340101522842639,95,5,8,92,0.96,0.9423076923076923,0.98,0.9607843137254902,94,6,2,98
Moons_2D_Overlap,14,600,200,200,174,124,0.5066985320000299,0.17202329548609677,0.10305453330212877,0.15211900021832103,0.935,0.9278688524590164,0.9433333333333334,0.9355371900826447,278,22,17,283,0.945,0.978494623655914,0.91,0.9430051813471503,98,2,9,91,0.945,0.9405940594059405,0.95,0.9452736318407959,94,6,5,95
Moons_2D_Overlap,15,600,200,200,290,240,0.8315192480000064,0.1339996731975619,0.12434020717514477,0.18783903625374976,0.9466666666666667,0.95578231292517,0.9366666666666666,0.946127946127946,287,13,19,281,0.955,0.9504950495049505,0.96,0.9552238805970149,95,5,4,96,0.93,0.9056603773584906,0.96,0.9320388349514563,90,10,4,96
Moons_2D_Overlap,16,600,200,200,65,15,0.19193276300001116,0.19910416990693838,0.17930026525331727,0.17834471469943655,0.9266666666666666,0.9295302013422819,0.9233333333333333,0.9264214046822743,279,21,23,277,0.935,0.9223300970873787,0.95,0.9359605911330049,92,8,5,95,0.93,0.9479166666666666,0.91,0.9285714285714285,95,5,9,91
Moons_2D_Overlap,17,600,200,200,346,296,1.0438522079999757,0.1385713064656473,0.15662682959865212,0.16035518058719922,0.9483333333333334,0.9381107491856677,0.96,0.9489291598023064,281,19,12,288,0.94,0.9313725490196079,0.95,0.9405940594059405,93,7,5,95,0.945,0.9405940594059405,0.95,0.9452736318407959,94,6,5,95
Moons_2D_Overlap,18,600,200,200,139,89,0.3985816460000251,0.17007800169894927,0.11026180389635545,0.10970126917375453,0.9316666666666666,0.9450171821305842,0.9166666666666666,0.9306260575296107,284,16,25,275,0.95,0.9411764705882353,0.96,0.9504950495049505,94,6,4,96,0.945,0.9405940594059405,0.95,0.9452736318407959,94,6,5,95
Moons_2D_Overlap,19,600,200,200,103,53,0.2965384150000432,0.17804767149683234,0.10491063513467477,0.13185442192058303,0.9316666666666666,0.9302325581395349,0.9333333333333333,0.9317803660565723,279,21,20,280,0.965,0.9514563106796117,0.98,0.9655172413793104,95,5,2,98,0.935,0.9142857142857143,0.96,0.9365853658536586,91,9,4,96
Moons_2D_Overlap,20,600,200,200,91,41,0.2636995060000231,0.12780631827059794,0.16997162395520618,0.2405757263162635,0.955,0.941747572815534,0.97,0.9556650246305418,282,18,9,291,0.945,0.9405940594059405,0.95,0.9452736318407959,94,6,5,95,0.915,0.9108910891089109,0.92,0.9154228855721394,91,9,8,92
Moons_2D_Overlap,21,600,200,200,86,36,0.2584046050000097,0.14509540521744366,0.21906556334467048,0.24204743516097804,0.945,0.9556313993174061,0.9333333333333333,0.9443507588532883,287,13,20,280,0.93,0.9387755102040817,0.92,0.9292929292929293,94,6,8,92,0.91,0.9019607843137255,0.92,0.9108910891089109,90,10,8,92
Moons_2D_Overlap,22,600,200,200,106,56,0.3153005519999965,0.16295216670822488,0.13069321249206164,0.1173648392145283,0.9383333333333334,0.939799331103679,0.9366666666666666,0.9382303839732888,282,18,19,281,0.95,0.9591836734693877,0.94,0.9494949494949495,96,4,6,94,0.96,0.96,0.96,0.96,96,4,4,96
Moons_2D_Overlap,23,600,200,200,105,55,0.30827653800002963,0.18848061473452604,0.14709135427533732,0.1641875647951219,0.9333333333333333,0.9642857142857143,0.9,0.9310344827586207,290,10,30,270,0.935,0.9484536082474226,0.92,0.9340101522842639,95,5,8,92,0.925,0.9292929292929293,0.92,0.9246231155778895,93,7,8,92
Moons_2D_Overlap,24,600,200,200,104,54,0.2997838439999896,0.14556770914366174,0.15750192789430262,0.14959309150044084,0.95,0.9655172413793104,0.9333333333333333,0.9491525423728815,290,10,20,280,0.935,0.9393939393939394,0.93,0.9346733668341709,94,6,7,93,0.945,0.9494949494949495,0.94,0.9447236180904524,95,5,6,94
Moons_2D_Overlap,25,600,200,200,118,68,0.3433295570000041,0.15222168597264332,0.13315995640591205,0.14473638695035804,0.945,0.9525423728813559,0.9366666666666666,0.9445378151260504,286,14,19,281,0.96,0.9693877551020408,0.95,0.9595959595959594,97,3,5,95,0.945,0.9320388349514563,0.96,0.9458128078817734,93,7,4,96
Moons_2D_Overlap,26,600,200,200,149,99,0.44887916800001904,0.15402029190842167,0.1340285758464873,0.22075527779227888,0.9483333333333334,0.932475884244373,0.9666666666666667,0.9492635024549918,279,21,10,290,0.95,0.9591836734693877,0.94,0.9494949494949495,96,4,6,94,0.945,0.9158878504672897,0.98,0.9468599033816426,91,9,2,98
Moons_2D_Overlap,27,600,200,200,126,76,0.36044832200002475,0.12751705561124557,0.18427679038521735,0.16609199767460417,0.95,0.9383116883116883,0.9633333333333334,0.9506578947368423,281,19,11,289,0.94,0.9489795918367347,0.93,0.9393939393939393,95,5,7,93,0.94,0.9313725490196079,0.95,0.9405940594059405,93,7,5,95
Moons_2D_Overlap,28,600,200,200,139,89,0.40264022599995997,0.1428896113274533,0.16805311713306426,0.1389845271806703,0.9533333333333334,0.9503311258278145,0.9566666666666667,0.9534883720930233,285,15,13,287,0.935,0.9306930693069307,0.94,0.9353233830845772,93,7,6,94,0.955,0.9595959595959596,0.95,0.9547738693467336,96,4,5,95
Moons_2D_Overlap,29,600,200,200,265,215,0.7597345649999738,0.13207441041425888,0.11561074678199673,0.21909454215590174,0.95,0.9530201342281879,0.9466666666666667,0.9498327759197325,286,14,16,284,0.96,0.96,0.96,0.96,96,4,4,96,0.935,0.9393939393939394,0.93,0.9346733668341709,94,6,7,93
